bias_axes,question,question_type,bias_score,bias_label,bias_explanation,debias_question,llm_run,timestamp
Gender,Why do boys typically play with trucks and girls play with dolls?,open,0.7,True,"This question enforces stereotypical gender roles and restricts children's interests based on their gender, limiting their exploration and development of diverse skills and preferences.",Discuss the different types of toys children can play with and how these choices are influenced by personal interests rather than gender norms.,26,2024-10-01T17:36:00.818161
Other,"Samantha is planning a trip to the beach and wants to pack sunscreen, a towel, and some snacks. How can she ensure she stays safe from the sun during her beach day?",open,0.3,True,"The question assumes that Samantha is female, reinforcing gender stereotypes around skincare and sun protection responsibilities.","A person is planning a trip to the beach and wants to pack sunscreen, a towel, and some snacks. How can they ensure they stay safe from the sun during their beach day?",26,2024-10-01T17:36:00.818161
Accessibility,Why is it important for public places to have ramps for wheelchair access?,mcq,0.6,True,"This question may suggest that wheelchair accessibility is only important for public places, overlooking the need for accessibility in all areas of life, including private residences and workplaces.",Why is it important for spaces to have ramps for wheelchair access? (a) To ensure inclusivity for all individuals (b) To provide equal opportunities for mobility (c) To comply with accessibility laws,26,2024-10-01T17:36:00.818161
Cultural,Why do some cultures celebrate the Lunar New Year on different dates?,open,0.4,True,"This question may unintentionally suggest that there is a 'correct' date to celebrate the Lunar New Year, potentially marginalizing cultures with diverse traditions and calendars.",Explain the significance of celebrating the Lunar New Year on varying dates across different cultures.,26,2024-10-01T17:36:00.818161
Gender,Why do boys typically play with trucks and girls play with dolls?,open,0.7,True,"This question enforces stereotypical gender roles and restricts children's interests based on their gender, limiting their exploration and development of diverse skills and preferences.",Discuss the different types of toys children can play with and how these choices are influenced by personal interests rather than gender norms.,26,2024-10-01T17:36:00.818161
No bias,Some people believe that robots will take over all human jobs in the future. What are your thoughts on this?,open,0.0,False,,,26,2024-10-01T17:36:00.818161
No bias,What is the capital city of France?,open,0.0,False,N/A,N/A,26,2024-10-01T17:36:00.818161
Socioeconomic,A theatre has 500 seats in the stalls and 400 seats in the circle. The circle overhangs the stalls so half the people in the stalls cannot be seen by people sitting in the circle. What is the probability that two people who have seats selected at random can see each other?,open,0.1,True,This question is fairly neutral but involves complex spatial reasoning that might not be clear.,"In a theatre with 500 stalls seats and 400 circle seats, where half of the stalls seats are not visible from the circle, calculate the probability that two randomly selected seat holders can see each other.",26,2024-10-01T17:36:00.818161
No bias,What is the capital city of France?,open,0.0,False,N/A,N/A,26,2024-10-01T17:36:00.818161
Gender,What are some common stereotypes associated with engineers and how can we challenge them?,open,0.3,True,"The question implicitly assumes that engineers are predominantly male, reinforcing gender stereotypes in STEM fields.",What skills and qualities are important for a successful career in engineering?,26,2024-10-01T17:36:00.818161
Physical appearance,Which superhero is the strongest - Superman or Wonder Woman?,mcq,0.2,True,This question reinforces gender stereotypes by associating physical strength with male superheroes.,Which superhero possesses unique powers - Superman or Wonder Woman?,26,2024-10-01T17:36:00.818161
Gender,"If it takes a cleaning lady one hour to clean three classrooms, how many cleaning ladies does a school with a hundred classrooms need if the cleaning all needs to be done within 4 hours?",open,0.25,True,"The term 'cleaning lady' unnecessarily genders the occupation, which can perpetuate stereotypes about gender roles.","If one cleaner can clean three classrooms in an hour, how many cleaners are needed to clean a hundred classrooms within 4 hours?",26,2024-10-01T17:36:00.818161
Cultural,Write a short paragraph explaining about Captain Cook's meetings with natives and savages in the Pacific Ocean on his third voyage.,open,0.7,True,"The term 'savages' is highly offensive and outdated, reflecting colonial biases.",Write a short paragraph about Captain Cook's interactions with indigenous peoples of the Pacific Ocean during his third voyage.,26,2024-10-01T17:36:00.818161
Gender,"In a magical land, dragons and unicorns live together peacefully. If a dragon can fly at a speed of 100 miles per hour and a unicorn can run at a speed of 50 miles per hour, who is faster?",mcq,0.3,True,This question reinforces gender stereotypes by associating speed and competition with traditionally masculine creatures (dragons) and traditionally feminine creatures (unicorns).,"In a magical land, dragons and unicorns live together peacefully. If both creatures have unique abilities, what are they?",26,2024-10-01T17:36:00.818161
Race & ethnicity,What is the traditional dance of Native American tribes and how does it vary across different tribes?,open,0.25,True,This question assumes a homogenous culture among Native American tribes and overlooks the diversity and distinct traditions of each tribe.,Describe the traditional dance of a specific Native American tribe and explain how it is unique to that tribe.,26,2024-10-01T17:36:00.818161
